HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_TINN,HRV_HTI,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD2SD1,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_SampEn,Participant,Database,Recording_Length
23.17152433979873,683.8628571428571,30.41444648531698,23.219165056876523,0.04447448222643196,0.033883291215154064,680.0,23.7216,0.03488470588235294,2.2857142857142856,32.57142857142858,224.0,5.645161290322581,,,306.53284078813306,158.440223559534,58.71755091598345,1.9346907868566166,0.5853319342639166,0.30254547043919766,5.065377383757101,16.418429065207118,39.75565742189635,2.4214044634845115,2.4214044634845115,4.018850523206137,385.0581053205639,1.6538896750049341,GUDB_00,GUDB (hand_bike),1.9967333333333335
38.583154275077526,610.6871794871795,36.68421371405054,38.681191848912974,0.06007038455409506,0.06317989892546537,608.0,35.5824,0.05852368421052632,4.102564102564102,25.64102564102564,368.0,5.131578947368421,,,746.6369264933255,230.70579406428894,10.680457354272944,3.2363163201929215,0.7556876631895281,0.23350241089674462,5.441143280010791,27.35173306074417,44.08339562930767,1.6117222090243766,1.6117222090243766,4.285379871674429,284.2007511398532,1.5535858345082072,GUDB_01,GUDB (hand_bike),1.9936666666666667
26.103755680094398,721.6626506024096,43.72733064175012,26.169384006424067,0.060592481272584396,0.03617168722574769,716.0,41.5128,0.05797877094972067,6.626506024096386,36.144578313253014,244.0,4.611111111111111,,,817.5410040161878,58.11317857725012,95.20572358898025,14.068082731517203,0.8420792730342469,0.059857429694218964,4.062392463907016,18.50454889041724,59.006275602413986,3.18874434345011,3.18874434345011,4.242296688266049,752.6237102210234,1.2443240998495033,GUDB_03,GUDB (hand_bike),1.9982
17.44045045775229,627.4947368421052,47.16825084202846,17.453252078205075,0.07516915771979978,0.027793779666618598,616.0,23.7216,0.03850909090909091,2.1052631578947367,15.263157894736842,352.0,5.135135135135135,,,208.75512940880867,42.74931142923387,19.281554507073633,4.88323957578537,0.7709229169800701,0.1578712051734801,3.7553530883345454,12.341312898257012,65.55440313922745,5.311785194951651,5.311785194951651,4.112083213664288,1392.8436322353616,0.8789100514405902,GUDB_04,GUDB (hand_bike),1.9923333333333335
22.49900898718442,641.6129032258065,57.33750854947269,22.5600543373432,0.08936464379254164,0.03506632873819593,638.0,68.19959999999999,0.10689592476489027,4.301075268817205,26.881720430107524,248.0,5.314285714285714,,,1845.6973704993077,382.50442000879127,6.4394318923726495,4.825296843515918,0.8259479651577549,0.17117039468103143,5.9467402087783645,15.95236740587236,79.50284112828778,4.983764422265081,4.983764422265081,4.307327775124725,1584.893724336615,1.0643232151894775,GUDB_05,GUDB (hand_bike),1.9996666666666667
15.899685531481433,622.7434554973822,51.29001284334385,15.917022373084905,0.08236138395445483,0.025531678239448425,608.0,35.5824,0.05852368421052632,2.094240837696335,6.806282722513089,296.0,3.82,,,464.9214067679498,50.6172453692624,7.55809789582494,9.185039671287129,0.8887866474769471,0.09676459539476315,3.924292335802659,11.25503445630633,71.65650727134356,6.366618205348413,6.366618205348413,4.110722447227581,1824.8384949016674,0.5478981083809824,GUDB_06,GUDB (hand_bike),1.9927333333333332
24.606374869340797,778.5359477124183,52.87274023338228,24.68766200515119,0.06791303649977744,0.03160595851950319,788.0,41.5128,0.05268121827411167,5.228758169934641,36.60130718954248,260.0,4.935483870967742,,,983.2378386315856,261.40776692358816,14.916687837477546,3.761318380868901,0.7806186671269895,0.20753857772248968,5.5660815135397845,17.456813215483887,72.7070353675155,4.164966106358155,4.164966106358155,4.307661384355887,1211.2893519979427,1.401798547655856,GUDB_07,GUDB (hand_bike),1.9889333333333332
25.16885504681959,680.2742857142857,64.37903359914061,25.211899790320054,0.09463687655273173,0.03699809852490952,672.0,71.1648,0.1059,4.571428571428571,33.714285714285715,356.0,4.375,,,789.7212607938985,223.47250012584124,23.425605682568975,3.533863273329796,0.7618237573376043,0.21557816429603205,5.409288364540798,17.827505308331006,89.2832570463241,5.008174475460734,5.008174475460734,4.405980582003324,1788.5845161016005,0.9127256657096589,GUDB_08,GUDB (hand_bike),1.9882
15.868691962962309,609.5918367346939,18.357049500197327,15.90569618181752,0.030113673435208203,0.02603166743170918,608.0,17.7912,0.02926184210526316,2.5510204081632653,12.244897959183673,104.0,5.157894736842105,,,100.56405482029588,35.94144879701648,11.233708426877405,2.79799669145902,0.6806862811087454,0.24327629949905352,3.5818911920904055,11.247025629656145,23.398011607639816,2.080373280731571,2.080373280731571,3.6243366195546973,194.70639268312408,1.7227665977411035,GUDB_09,GUDB (hand_bike),1.9992666666666667
17.430132638896463,706.9822485207101,39.34954367932624,17.47284340425444,0.05565846067798907,0.024654271978352044,704.0,29.651999999999997,0.04211931818181818,1.183431952662722,16.56804733727811,208.0,4.694444444444445,,,747.5817977904888,70.3492493178496,6.74268247743028,10.626720328070455,0.9065182640969986,0.08530555393487048,4.253472112826133,12.355166057758955,54.25977374840046,4.391666894215939,4.391666894215939,4.030446548017855,953.1634082339897,1.3592656887319712,GUDB_10,GUDB (hand_bike),1.9935333333333332
